OBJECTID,STREETSEGID,SSD_ID,SOURCEID,ROUTETYPE,ROUTE_ID,SNOWZONE,AGENCY,BEGINMEASURE,ENDMEASURE,SNOWAREA,SHAPE_Length
965,7198,1004901693914829012,10490220,Priority Hills, ,3,DPW,0,119.151123,303,119.151105
966,4720,2042441860618607012,24244050,Primary,51,12,DDOT,0,92.36012,,92.36012
967,4188,1084562147118105011,18456000,Secondary,19,4,DPW,0,270.14415,,270.144158
968,3865,4000701812917792012,40070070,Secondary,28,5,DPW,0,111.025062,,111.025073
969,1172,3000701640221866012,30070300,Secondary,67,8,DPW,0,91.700594,,91.700594
970,618,2031981551715209012,23198090,Secondary,59,13,DDOT,0,122.720583,,122.720615
971,6838,3081511866318899012,38151436,Secondary,61,14,DPW,0,73.122494,,73.122506
972,9354,3081512217017298012,38151300,Primary,68,8,DPW,0,190.283726,,190.283727
973,11825,4040002223421557010,44000213,NPS, ,,NPS,0,2255.030731,,2255.030685
974,7575,1053491696115334011,15349240,Primary,22,6,DPW,0,166.609417,,166.609424
975,2778,1090151737015828012,19015395,Secondary,8,3,DPW,0,74.480425,,74.480425
976,10970,3063501775819473012,36350240,Secondary,63,7,DPW,0,51.202884,,51.202852
977,11451,1090151582816442012,19015400,Secondary,8,3,DPW,0,85.940521,,85.940521
978,11852,2001801707221668012,20180330,Secondary,42,10,DDOT,0,109.888458,,109.888458
979,4176,2004401534619345012,20440060,Priority Hills, ,13,DDOT,0,94.540068,1305,94.540068
980,2665,1016051646314685012,11605472,Secondary,31,9,DPW,0,304.604517,,304.60453
981,203,1059601471214713012,15960038,Primary,25,5,DPW,0,24.983371,,24.983331
982,4591,2061421853418535012,26142260,Secondary,42,11,DDOT,0,187.816066,,187.816052
983,1749,2055641653716538012,25564205,Secondary,45,10,DDOT,0,72.986837,,72.986852
984,10415,3033602040320404012,33360300,Priority Hills, ,7,DPW,0,178.892745,703,178.892727
985,545,2079951575317595012,27995520,Secondary,59,13,DDOT,0,121.29242,,121.292409
986,6071,1057911873120973012,15791485,Secondary,9,3,DPW,0,192.559931,,192.559927
987,6485,1064090067114660012,16409530,Narrow Road, ,3,DPW,0,99.247321,302,99.247295
988,1811,2049922024916925012,24992040,Priority Hills, ,10,DDOT,0,222.356881,1002,222.356888
989,10045,1001402031721320012,10140500,Secondary,37,9,DPW,0,118.8603,,118.8603
990,10486,2075461897415299012,27546180,Primary,41,10,DDOT,0,31.325165,,31.325141
991,5607,1092781909619097010,19278030,Primary,4,3,DPW,0,20.602273,,20.602255
992,13010,2031980087519879012,23198045,Secondary,60,13,DDOT,0,78.774349,,78.774346
993,2032,2015341672516726012,21534175,Primary,49,12,DDOT,0,157.937644,,157.937663
994,12069,2075461253720567012,27546090,Primary,45,10,DDOT,0,134.921158,,134.921141
995,1263,1022942164421702012,12294537,Narrow Road, ,1,DPW,0,84.425943,104,84.425929
996,1577,1001702203421747011,10170165,Secondary,16,4,DPW,0,82.220044,,82.220044
997,2619,1033861727217826011,13386175,Priority Hills, ,4,DPW,0,100.712015,405,100.712032
998,7215,2004802131318944012,20480090,Priority Hills, ,13,DDOT,0,157.155781,1303,157.155765
999,7293,2000201985018937012,20020435,Priority Hills, ,10,DDOT,0,77.63211,1004,77.632062
1000,6107,1003401510417514012,10340360,Primary,5,2,DPW,0,90.543108,,90.543104
1001,12421,2049922017221987012,24992080,Priority Hills, ,10,DDOT,0,200.796169,1002,200.796156
1002,9971,1015082108120401010,11508560,Narrow Road, ,1,DPW,0,122.470175,102,122.470153
1003,1365,4022551627016271012,42255015,Secondary,69,8,DPW,0,114.479067,,114.479066
1004,2480,1000502163017949012,10050550,Secondary,30,9,DPW,0,118.998473,,118.998473
1005,7636,1048751999419995011,14875170,Secondary,13,4,DPW,0,211.347823,,211.347837
1006,6675,1031982119618024012,13198680,Secondary,38,9,DPW,0,230.371747,,230.371735
1007,5148,1067791890918590012,16779650,Primary,1,1,DPW,0,141.968812,,141.968808
1008,10997,1092691525321023012,19269620,Secondary,2,1,DPW,0,49.094457,,49.094445
1009,100,2042441460200767012,24244140,Primary,51,12,DDOT,0,119.232114,,119.232145
1010,6438,1064281538316908012,16428150,Secondary,18,5,DPW,0,101.317118,,101.317118
1011,10882,1064222029017219012,16422520,Primary,35,10,DDOT,0,153.693673,,153.69366
1012,5592,1025351776919178010,12535230,NPS, ,6,NPS,0,580.042104,601,580.0421
1013,6172,1043741804216660011,14374145,Primary,14,4,DPW,0,267.569812,,267.569814
1014,8792,2001201837820259012,20120360,Secondary,43,10,DDOT,0,110.078467,,110.078467
1015,10649,3058891835520936010,35889137,Priority Hills, ,7,DPW,0,93.153776,705,93.153779
1016,8714,1001701727120915012,10170250,Priority Hills, ,4,DPW,0,168.062118,405,168.062118
1017,1271,3033601742416553012,33360330,Priority Hills, ,7,DPW,0,110.266372,703,110.266372
1018,10369,5031911564219215011,53191124,Secondary,53,12,DDOT,0,41.920384,,41.920384
1019,546,1053041533015331012,15304520,Priority Hills, ,3,DPW,0,160.21575,302,160.215744
1020,6571,1063762218816903012,16376360,Primary,7,3,DPW,0,242.751755,,242.751762
1021,8867,2001801900915019012,20180270,Secondary,42,11,DDOT,0,118.710497,,118.710513
1022,7916,3002901585022215012,30290270,Narrow Road, ,7,DPW,0,78.791922,703,78.791879
1023,7056,2000601612919722010,20060065,Secondary,50,12,DDOT,0,86.890803,,86.890817
1024,4916,1068381872918730012,16838134,Secondary,23,4,DPW,0,50.306296,,50.306318
1025,3168,3019821761416384012,31982360,Priority Hills, ,14,DPW,0,83.461148,1403,83.461156
1026,11515,2001901587520955010,20190020,Secondary,49,12,DDOT,0,144.000762,,144.000786
1027,2583,1038611719117192012,13861080,Secondary,26,5,DPW,0,89.538524,,89.538522
1028,7717,1073321552116882012,17332370,Narrow Road, ,2,DPW,0,159.380149,202,159.380149
1029,4480,3009361843018431012,30936325,Primary,64,7,DPW,0,28.170566,,28.17058
1030,10513,1090151757616938012,19015480,Secondary,10,3,DPW,0,106.045619,,106.045619
1031,11398,1042441479820626010,14244020,Primary,27,5,DPW,0,130.247377,,130.247386
1032,561,3088591534722126012,38859100,Secondary,68,8,DPW,0,442.000547,,442.000573
1033,140,2080732191719918012,28073610,Priority Hills, ,10,DDOT,0,137.597278,1001,137.597267
1034,6452,1001301965416159012,10130460,Secondary,33,9,DPW,0,118.220059,,118.22005
1035,2757,3028921556620513012,32892320,Narrow Road, ,7,DPW,0,114.32109,703,114.32109
1036,10070,3079361875715265012,37936220,Priority Hills, ,7,DPW,0,172.651366,705,172.651343
1037,8471,1067791982119051012,16779695,Secondary,1,1,DPW,0,494.307278,,494.307277
1038,7055,3081511551619089012,38151425,Secondary,61,14,DPW,0,72.789624,,72.789624
1039,1,3012742204121776012,31274143,Priority Hills, ,7,DPW,0,180.261072,705,180.26104
1040,3671,4000301792314615012,40030010,Primary,28,5,DPW,0,70.629815,,70.629775
1041,6426,1059601573715556012,15960110,Primary,20,5,DPW,0,45.182001,,45.181984
1042,9880,1009882197019550012,10988170,Priority Hills, ,9,DPW,0,184.998214,911,184.998198
1043,688,1001801567715678012,10180370,Priority Hills, ,4,DPW,0,33.789042,401,33.788994
1044,12582,1051352188721886012,15135400,Secondary,31,9,DPW,0,136.370178,,136.370191
1045,2713,3058542198421162012,35854050,Secondary,67,8,DPW,0,70.200144,,70.200144
1046,10842,1001301915319684012,10130050,Primary,26,5,DPW,0,134.704391,,134.704342
1047,9468,1059601792614563012,15960060,Primary,25,5,DPW,0,187.46991,,187.469889
1048,12689,1082741571019042012,18274270,Priority Hills, ,1,DPW,0,291.235775,101,291.235752
1049,4563,3000501561715618012,30050340,Narrow Road, ,8,DPW,0,63.620518,803,63.620501
1050,12916,2063252028815712012,26325575,Secondary,60,13,DDOT,0,96.703019,,96.703019
1051,2272,3081511687616877012,38151560,Secondary,60,14,DPW,0,74.536206,,74.536195
1052,2039,1090542212520348010,19054130,Narrow Road, ,4,DPW,0,201.895356,404,201.895371
1053,9955,1001702022116705012,10170150,Secondary,16,4,DPW,0,82.220442,,82.220441
1054,3084,2004731579017580012,20473065,Narrow Road, ,13,DDOT,0,40.960873,1305,40.960907
1055,1747,1047771586216536010,14777120,Primary,25,5,DPW,0,134.267667,,134.267657
1056,1542,1031331507315074012,13133080,Secondary,27,5,DPW,0,87.624907,,87.624934
1057,12621,2000801542316624012,20080015,Secondary,55,12,DDOT,0,32.690177,,32.690193
1058,12908,1070851484415023010,17085010,Priority Hills, ,9,DPW,0,30.85014,901,30.850167
1059,8729,1027092027917806012,12709410,Primary,4,3,DPW,0,422.783027,,422.78306
1060,6259,1063761525019325012,16376553,Secondary,1,1,DPW,0,43.297247,,43.297243
1061,3286,1002001767517676012,10200241,Priority Hills, ,4,DPW,0,98.169613,406,98.169624
1062,11774,1075271866117259012,17527455,Primary,5,2,DPW,0,108.127309,,108.127298
1063,10479,1020992089018791012,12099270,Secondary,15,2,DPW,0,99.417108,,99.417089
1064,10111,1001402081916926012,10140170,Secondary,16,4,DPW,0,82.530029,,82.530045
1065,7161,2057651976519766011,25765170,Priority Hills, ,11,DDOT,0,240.692274,1105,240.692227
1066,6635,2015991793519494012,21599305,Primary,52,11,DDOT,0,25.676508,,25.67649
1067,7956,1070521923018550012,17052680,Primary,32,9,DPW,0,159.546708,,159.546688
1068,8885,1031331507416476012,13133090,Secondary,27,5,DPW,0,175.18692,,175.186921
1069,3958,1037571816418165012,13757120,Priority Hills, ,9,DPW,0,35.180056,907,35.180071
1070,7241,1072861711021775012,17286330,Secondary,11,3,DPW,0,152.712334,,152.712337
1071,3915,3002500057918487010,30250140,Secondary,63,7,DPW,0,114.960229,,114.960217
1072,8641,1063761470920255012,16376565,Secondary,1,1,DPW,0,26.861371,,26.861358
1073,8602,2081440181620357012,28144395,Primary,40,10,DDOT,0,63.637042,,63.637042
1074,11153,1038411785920242012,13841510,Narrow Road, ,3,DPW,0,44.638548,302,44.638524
1075,10472,1089890008600218012,18989270,Primary,24,6,DPW,0,53.892159,,53.892184
1076,12663,2015992075221375012,21599090,Primary,52,11,DDOT,0,117.797162,,117.797196
1077,9459,3059452067920328012,35945230,Primary,67,7,DPW,0,107.948833,,107.948823
1078,4181,3003000375122067012,30300300,Secondary,68,8,DPW,0,131.480978,,131.480977
1079,916,2066752163116978012,26675050,Priority Hills, ,10,DDOT,0,165.970977,1001,165.970993
1080,8415,1026911920100521012,12691010,Secondary,27,5,DPW,0,129.986793,,129.986824
1081,10580,3063181863318874012,36318300,Priority Hills, ,7,DPW,0,212.07243,701,212.072399
1082,4799,3000801866715093012,30080010,Secondary,55,12,DDOT,0,87.200714,,87.200714
1083,798,5031911578215783012,53191490,Primary,62,14,DPW,0,58.954326,,58.954315
1084,4347,1020021717914707012,12002280,Secondary,15,2,DPW,0,142.523635,,142.523647
1085,7140,2089762202518938012,28976010,Priority Hills, ,10,DDOT,0,148.14386,1004,148.143865
1086,5561,1011892203520055011,11189165,Priority Hills,,3,DPW,0,101.538898,308,101.538893
1087,12648,1000902112614564011,10090090,Primary,26,5,DPW,0,135.639236,,135.639222
1088,1546,2002402208519014012,20240390,Secondary,40,11,DDOT,0,119.000272,,119.000272
1089,12209,1022942091021644012,12294533,Narrow Road, ,1,DPW,0,76.349707,104,76.349701
1090,9404,1047841804820613010,14784345,Narrow Road, ,2,DPW,0,27.641073,204,27.641112
1091,8079,1001402017819251012,10140230,Secondary,16,4,DPW,0,60.385719,,60.385701
1092,5086,2031980785318876012,23198105,Secondary,59,13,DDOT,0,43.423517,,43.423505
1093,3202,5065321535914781012,56532060,Primary,46,5,DDOT,0,14.274689,,14.274663
1094,1366,1057851476916272010,15785215,Secondary,22,6,DPW,0,116.469567,,116.469527
1095,4842,1000301861317669012,10030000,Primary,28,5,DPW,0,92.634767,,92.634776
1096,7178,3009361331421407012,30936280,Primary,64,7,DPW,0,205.915181,,205.915179
1097,131,1061360015600678012,16136055,Primary,30,9,DPW,0,39.641093,,39.641099
1098,5490,2063252040520014012,26325510,Secondary,59,13,DDOT,0,155.384124,,155.38412
1099,3578,1039711785513648012,13971300,Priority Hills, ,1,DPW,0,126.473935,105,126.473926
1100,12379,2017612152720817012,21761095,Primary,47,11,DDOT,0,306.468405,,306.4684
1101,7337,1020021731516831012,12002485,Priority Hills, ,3,DPW,0,38.554039,303,38.554034
1102,427,1001201818519258012,10120765,Priority Hills, ,9,DPW,0,150.299911,903,150.299902
1103,1991,3038801923814503012,33880160,Priority Hills, ,7,DPW,0,79.097589,705,79.097577
1104,1344,1003401971616108011,10340125,Secondary,11,3,DPW,0,93.645947,,93.645946
1105,5980,2070481927118819012,27048320,Narrow Road, ,11,DDOT,0,118.22398,1102,118.224008
1106,4556,1059601757019063012,15960245,Primary,20,4,DPW,0,240.070737,,240.070758
1107,10959,1001201947221228012,10120780,Priority Hills, ,9,DPW,0,181.039596,902,181.039589
1108,9365,4027232065820659012,42723000,Priority Hills, ,8,DPW,0,89.454556,804,89.454572
1109,4986,1091451553118759012,19145320,Secondary,12,3,DPW,0,102.674,,102.674247
1110,811,1050891338715531012,15089310,Secondary,12,3,DPW,0,140.504,,140.503719
1111,4350,1050891412813387012,15089305,Secondary,12,3,DPW,0,88.554,,88.554125
1112,8450,1004402031014753012,10440290,Narrow Road, ,3,DPW,0,149.40343,304,149.40343
1113,3155,3001901906716688011,30190023,Secondary,49,12,DDOT,0,78.361862,,78.361862
1114,10631,3081511678422170012,38151250,Primary,68,8,DPW,0,754.275355,,754.275358
1115,4352,5031912161600177012,53191277,Primary,62,14,DPW,412.7745,1699.216824,,1286.442591
1116,1708,4057851317415819012,45785030,Primary,28,5,DPW,0,204.5364,,204.536354
1117,4139,1001901501215652011,10190055,Primary,24,6,DPW,0,152.784972,,152.784964
1118,9819,1001101072220551012,10110185,Secondary,17,4,DPW,0,121.45909,,121.459122
1119,2125,1057851512114636012,15785340,Primary,12,3,DPW,0,69.205928,,69.205964
1120,7626,1087811313817148012,18781290,Narrow Road, ,3,DPW,0,531.158773,302,531.158773
1121,7810,3081512010720108012,38151390,Secondary,64,7,DPW,0,133.843873,,133.843873
1122,10952,1024632157315730011,12463210,Secondary,15,4,DPW,0,118.383733,,118.38376
1123,9912,1077222053717960012,17722330,Narrow Road, ,2,DPW,0,89.411967,202,89.411949
1124,2242,1017811503515036012,11781600,Secondary,2,1,DPW,0,133.000381,,133.000371
1125,3464,3049661543215433012,34966280,Priority Hills, ,8,DPW,0,97.092753,801,97.092696
1126,6,3038801450314504012,33880170,Priority Hills, ,7,DPW,0,198.376369,705,198.376386
1127,10805,1001302085715535012,10130740,Priority Hills, ,9,DPW,0,109.790188,903,109.790204
1128,12301,1014821855420417012,11482280,Narrow Road, ,3,DPW,0,149.381419,304,149.381419
1129,2419,1002101512915130011,10210127,Secondary,21,6,DPW,0,112.423449,,112.423437
1130,11463,1087231793321877012,18723160,Primary,19,4,DPW,0,171.720285,,171.720285
1131,7238,3046731964419185012,34673150,Priority Hills, ,7,DPW,0,63.854236,706,63.854235
1132,9705,1057912070000671012,15791580,Secondary,9,3,DPW,0,17.861146,,17.861124
1133,1823,1003401510315104012,10340355,Primary,5,2,DPW,0,25.446415,,25.446404
1134,8976,1004501532116672012,10450300,Priority Hills, ,3,DPW,0,156.061611,304,156.06158
1135,4865,4059451825715283012,45945440,Secondary,69,8,DPW,0,90.050028,,90.05003
1136,12317,2075461740118894012,27546220,Primary,41,10,DDOT,0,51.105175,,51.105154
1137,5505,3001201906118610011,30120130,Secondary,55,12,DDOT,0,209.156944,,209.156941
1138,6414,4050441967716690012,45044020,Secondary,69,8,DPW,0,334.974947,,334.974962
1139,8943,1001401822319703012,10140450,Secondary,37,9,DPW,0,117.980152,,117.980152
1140,4488,2001201570617994012,20120250,Secondary,43,10,DDOT,0,44.108932,,44.108952
1141,10955,2038091663919098012,23809167,Secondary,40,11,DDOT,0,62.880084,,62.880114
1142,12486,1043742027318031011,14374100,Primary,14,4,DPW,0,96.693254,,96.693272
1143,11465,3001702160821609010,30170010,Secondary,49,12,DDOT,0,120.392573,,120.392589
1144,4738,1016382198516162012,11638650,Primary,34,9,DPW,0,152.925518,,152.925503
1145,5481,1015082017621081010,11508555,Narrow Road, ,1,DPW,0,117.252957,104,117.252968
1146,7302,2000802015317865012,20080050,Secondary,51,12,DDOT,0,134.993772,,134.993788
1147,3293,2015341631616472012,21534250,Primary,49,11,DDOT,0,75.0321,,75.03209
1148,9058,1059601764716145012,15960480,Primary,6,3,DPW,0,233.163564,,233.163585
1149,7066,1072281859914841012,17228180,Secondary,29,9,DPW,0,157.511388,,157.511369
1150,3989,2081440022300625012,28144200,Primary,40,11,DDOT,0,129.68544,,129.685431
1151,5063,3005001959820978012,30500000,Secondary,60,14,DPW,0,59.883496,,59.883491
1152,6858,1031981640114717012,13198820,Secondary,29,9,DPW,0,179.17029,,179.170323
1153,5432,1059602003816754012,15960367,Primary,20,2,DPW,0,135.351115,,135.351114
1154,10689,1048231567819013012,14823180,Priority Hills, ,4,DPW,0,337.495982,401,337.495983
1155,9563,3058542116216402012,35854060,Secondary,67,8,DPW,0,127.610637,,127.610621
1156,8409,1001002029719524011,10100150,Narrow Road, ,5,DPW,0,140.269267,501,140.269285
1157,5427,2078191902614642012,27819490,Secondary,39,10,DDOT,0,93.590428,,93.590444
1158,11143,1003402105521056011,10340163,Secondary,11,3,DPW,0,109.592974,,109.592956
1159,2073,1035422041821848012,13542130,Priority Hills, ,9,DPW,0,187.351239,903,187.351225
1160,6221,1088331607517467012,18833563,Secondary,2,1,DPW,0,34.094898,,34.094876
1161,11597,1001202138320856012,10120735,Priority Hills, ,9,DPW,0,78.340007,903,78.340007
1162,8426,1010921953920305012,11092270,Primary,7,3,DPW,0,45.104517,,45.104544
1163,8351,1059601641817926012,15960053,Primary,25,5,DPW,0,41.557596,,41.557596
1164,7443,2000302149913741012,20030560,Priority Hills, ,10,DDOT,0,178.245137,1001,178.245142
1165,3433,3081511928222197012,38151120,Primary,68,8,DPW,0,86.204491,,86.20448
1166,2174,1070521542116814012,17052700,Primary,32,9,DPW,0,53.594795,,53.594809
1167,11196,1001701835121876011,10170190,Secondary,16,4,DPW,0,78.952789,,78.952805
1168,10795,1057912097319324012,15791486,Secondary,9,3,DPW,0,74.923105,,74.923108
1169,9623,2000702143312999012,20070310,Secondary,42,10,DDOT,0,110.140019,,110.140019
1170,7190,1022881891817646010,12288000,Primary,2,1,DPW,0,47.40597,,47.405949
1171,3368,1075461772017721012,17546010,Primary,23,4,DPW,0,47.306396,,47.306437
1172,5682,3001702160921946010,30170020,Secondary,49,12,DDOT,0,104.860246,,104.860246
1173,13158,1003201568221088012,10320165,Priority Hills, ,3,DPW,0,66.783687,308,66.783654
1174,7369,1067992160618480012,16799135,Narrow Road, ,4,DPW,0,161.640613,402,161.640613
1175,10454,3061161747816992012,36116315,Secondary,56,14,DPW,0,113.413941,,113.413954
1176,853,1075271650317237012,17527527,Primary,5,1,DPW,0,104.029681,,104.029672
1177,8155,1001401558818604012,10140660,Secondary,37,9,DPW,0,89.444956,,89.444957
1178,9235,2051411685820588012,25141520,Priority Hills, ,13,DDOT,0,119.209055,1303,119.209044
1179,5034,1066041878315905012,16604157,Narrow Road, ,4,DPW,0,22.499385,401,22.499392
1180,1569,2001902043915067010,20190060,Secondary,49,12,DDOT,0,86.469456,,86.469439
1181,1170,1001301869014633012,10130790,Priority Hills, ,9,DPW,0,134.471456,902,134.47144
1182,11243,1002101703915793011,10210040,Secondary,21,6,DPW,0,78.229599,,78.229598
1183,8794,1020991784518600012,12099230,Primary,15,2,DPW,0,130.216038,,130.216018
1184,10866,1031201720900792010,13120020,Primary,20,4,DPW,0,42.723404,,42.72339
1185,10695,1003402003421440012,10340290,Primary,5,2,DPW,0,164.5606,,164.5606
1186,12404,1003901778621841011,10390260,Secondary,8,3,DPW,0,187.250246,,187.250271
1187,2097,1001102055115948012,10110190,Secondary,17,4,DPW,0,158.330685,,158.330669
1188,9893,1070521747319229012,17052675,Primary,32,9,DPW,0,24.700566,,24.700599
